id,label,message
46017,golpe,URGENTE: Santander detectou atividade suspeita na sua conta Bruno Oliveira. Acesse tinyurl.com/ld1b4ma e confirme antes de amanhã.
37783,golpe,Pagamento recusado: verifique seus dados em go.link/kbio8rd caso contrario bloqueio.
88269,veridico,"Olá, Fatura gerada: Vencimento em quarta-feira. Valor devido: R$ 7.497,00. Pague pelo app. Em caso de dúvidas ligue +55 (21) 2295-2427."
99083,veridico,SESC: Inscrição confirmada para Design Gráfico em segunda-feira. Boas-vindas!
8789,golpe,Pagamento recusado: verifique seus dados em oi.is/u1840kg caso contrario bloqueio. Aja agora
59986,veridico,"Nubank: TED agendado para amanhã no valor de R$ 3.639,00. Saldo após: R$ 19.491,00."
73427,veridico,"Olá, Seu código de confirmação é 909914. Utilize para concluir seu cadastro."
35201,golpe,"Seu código de segurança é 050583. NUNCA compartilhe. Se não pediu, acesse rb.gy/n0g0v6l. Nao responda a ninguem"
63092,veridico,"Aviso: Bradesco: TED agendado para quarta-feira no valor de R$ 7.171,00. Saldo após: R$ 13.106,00."
69967,veridico,"Recarga realizada com sucesso. Crédito de R$ 3.257,00 adicionado ao número +55 (41) 2930-3638."
43755,golpe,"ENTREGA com taxa pendente R$3.895,00. Pagamento em tinyurl.com/3tie9be para finalizar. Nao responda a ninguem"
39511,golpe,Atualize dados AGORA: app.link/ey2ux5q ou sua conta será encerrada em quinta-feira. - atualize ja
39492,golpe,"Seu CÓDIGO de segurança é 051886. NUNCA compartilhe. Se não pediu, acesse tinyurl.com/rqb64iy."
37792,golpe,"Seu código de segurança é 773510. NUNCA compartilhe. Se não pediu, acesse bit.ly/bivtaum. - atualize ja"
2823,golpe,"Seu codigo de seguranca e 301855. NUNCA compartilhe. Se nao pediu, acesse go.link/s4va5a4. Nao responda a ninguem"
58524,veridico,"Bom dia, SESC: Inscrição confirmada para Excel Avançado em hoje. Boas-vindas!"
30160,golpe,"Marina Nunes, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em app.link/9hwjte6 ou ligue +55 (11) 7360-4422."
57530,veridico,Entrega realizada: seu pedido Pedido #495837 foi entregue hoje às 09:15. Agradecemos a preferência! Protocolo: 910851.
10467,golpe,"Você recebeu um PIX de R$304,00. Para reembolsar acesse bit.ly/x5xc253 e confirme identidade. Nao responda a ninguem"
16216,golpe,"Transferência não autorizada R$5.970,00 — cancele em oi.is/3mqejwc ou perderá a quantia."
13974,golpe,Atualize dados agora: app.link/envj63z ou sua conta sera encerrada em hoje. 
49182,golpe,Suporte tecnico: autorizacao remota pendente. Conecte-se em go.link/diehk1r para resolver.
87301,veridico,Aviso: Agendamento confirmado: Consulta com Dr. Rafael Costa em hoje às 11:45. Comparecer 15min antes. Em caso de dúvidas ligue +55 (11) 5663-6569.
63352,veridico,Entrega realizada: seu pedido Pedido #86070 foi entregue hoje às 12:00. Agradecemos a preferência! Protocolo: 434106.
76061,veridico,"Olá, Recarga realizada com sucesso. Crédito de R$ 1.423,00 adicionado ao número +55 (27) 8091-1375. Protocolo: 515797."
93372,veridico,Entrega realizada: seu pedido Pedido #440893 foi entregue hoje às 11:00. Agradecemos a preferência!
75817,veridico,"Aviso: Olá Gustavo Pereira, sua solicitação foi recebida. Em breve nossa equipe entrará em contato. Protocolo: 728272."
86722,veridico,"Recarga realizada com sucesso. Crédito de R$ 4.708,00 adicionado ao número +55 (71) 7123-3495."
93562,veridico,"Recarga realizada com sucesso. Crédito de R$ 1.206,00 adicionado ao número +55 (61) 5093-8036."
34670,golpe,"Parabéns Thiago Oliveira! Você ganhou R$3.977,00. Resgate em linktr.ee/hl6ivej / enviar dados agora."
40419,golpe,URGENTE: Banco do Brasil detectou atividade suspeita na sua conta Ana Silva. Acesse tinyurl.com/pnyi1ow e confirme antes de quinta-feira. - atualize ja
63514,veridico,"Fatura gerada: Vencimento em hoje. Valor devido: R$ 428,00. Pague pelo app. Protocolo: 609219. Em caso de dúvidas ligue +55 (11) 6015-7411."
80212,veridico,Agendamento confirmado: Consulta com Dr. Camila Ferreira em quarta-feira às 18:30. Comparecer 15min antes. Em caso de dúvidas ligue +55 (41) 8198-2060.
16945,golpe,"Parabéns Isabela Nunes! Você ganhou R$4.961,00. Resgate em rb.gy/v46j432 / enviar dados agora. Nao responda a ninguem"
11391,golpe,Pagamento recusado: verifique seus dados em bit.ly/knrs7cc caso contrario bloqueio.
43368,golpe,"Parabéns Camila Ribeiro! Você ganhou R$4.391,00. Resgate em linktr.ee/4y9h4ek / enviar dados agora. Nao responda a ninguem "
8932,golpe,"Transferência não autorizada R$5.854,00 — cancele em rb.gy/pbfhhwy ou perderá a quantia."
76962,veridico,"Olá, Fatura gerada: Vencimento em sexta-feira. Valor devido: R$ 857,00. Pague pelo app."
15355,golpe,"Marina Costa, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em oi.is/5qbzlra ou ligue +55 (85) 0031-7927."
25811,golpe,"Entrega com taxa pendente R$5.843,00. Pagamento em bit.ly/gzm4lqz para finalizar...."
61523,veridico,SESC: Inscrição confirmada para Iniciação em Fotografia em sábado. Boas-vindas! Protocolo: 490997.
59999,veridico,Entrega realizada: seu pedido Pedido #948668 foi entregue hoje às 22:00. Agradecemos a preferência!
72746,veridico,SESC: Inscricao confirmada para Design Grafico em sexta-feira. Boas-vindas!
36881,golpe,"Beatriz Nunes, seu CPF foi bloqueado por suspeita dee fraude. Desbloqueie em oi.is/r55768p ou ligue +55 (31) 6623-9138."
45497,golpe,"Parabéns LARISSA Gomes! Você ganhou R$2.279,00. Resgate em bit.ly/cccxmei / enviar dados agora."
4362,golpe,"Parabens Isabela Almeida! Você ganhou R$2.480,00. Resgate em linktr.ee/ckqmvmz / enviar dados agora."
50501,veridico,Seu código de confirmação é 753216. Utilize para concluir seu cadastro. Protocolo: 357405.
49693,golpe,"Você recebeu um PIX de R$1.113,00. Para reembolsar acesse bit.ly/xiqczrk e confirme identidade. - atualize ja"
12988,golpe,Suporte técnico: autorização remota pendente. Conecte-se em oi.is/geqwll4 para resolver.
62734,veridico,Aviso: Mensagem do sistema: manutenção programada em quarta-feira das 08:30 às 14:45. Em caso de dúvidas ligue +55 (27) 1521-3981.
37725,golpe,"Thi@go M@rtins, seu CPF foi bloque@do por suspeit@ de fr@ude. Desbloqueie em go.link/jfbm3cp ou ligue +55 (31) 1314-4940. - @tu@lize j@"
59437,veridico,"Recarga realizada com sucesso. Crédito de R$ 6.054,00 adicionado ao número +55 (51) 4922-0418. Protocolo: 531070."
99479,veridico,"Olá, Mensagem do sistema: manutenção programada em sexta-feira das 19:00 às 13:15. Protocolo: 370791."
45374,golpe,"Entrega com taxa pendente R$1.172,00. Pagamento em rb.gy/comiyjq para finalizar. Aja agora"
43509,golpe,"Seu código de segurança é 712446. NUNCA compartilhe. Se não pediu, acesse rb.gy/5k3oswt."
8587,golpe,"SEU código de segurança é 270639. NUNCA compartilhe. Se não pediu, acesse rb.gy/jj3l3x1."
66678,veridico,Aviso: Entrega realizada: seu pedido Pedido #182447 foi entregue hoje às 22:30. Agradecemos a preferência!
69092,veridico,"Recarga realizada com sucesso. Credito de R$ 6.328,00 adiicionado ao numero +55 (31) 9609-9183. Em caso de dúvidas ligue +55 (41) 4248-8754."
50111,veridico,Agendamento confirmado: Consulta com Dr. Bruno Gomes em terça-feira às 13:30. Comparecer 15min antes. Em caso de dúvidas ligue +55 (71) 4252-2559.
1296,golpe,"Entrega com taxa PENDENTE R$3.367,00. Pagamento em bit.ly/rfq26vg para finalizar."
97156,veridico,"Olá Isabela Araujo, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
89150,veridico,Aviso: Entrega realizada: seu pedido Pedido #397372 foi entregue hoje às 15:00. Agradecemos a preferência!
18868,golpe,URGENTE: Itaú detectou atividade suspeita na sua conta Ana Cardoso. Acesse bit.ly/tyzho5r e confirme antes de amanhã. - atualize ja
13586,golpe,"Rafaela Ferreira, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em tinyurl.com/ tds7egc ou ligue +55 (85) 0249-3639. Nao responda a ninguem"
58048,veridico,"Compra confirmada: Loja do João - Pedido Pedido #686376. Valor R$ 6.589,00. Acompanhe pelo app."
71452,veridico,Agendamento confirmado: Consulta com Dr. Larissa Carvalho em sexta-feira às 11:30. Comparecer 15min antes. Protocolo: 785472.
49086,golpe,Suporte tecnico: autorizacao remota pendente. Conecte-se em bit.ly/n8eamui para resolver.
92020,veridico,Mensagem do sistema: manutenção programada em sexta-feira das 07:15 às 13:30. Em caso de dúvidas ligue +55 (41) 0712-7124.
88108,veridico,Mensagem do sistema: manutenção programada em terça-feira das 20:15 às 15:45.
49972,golpe,"Você recebeu um PIX de R$1.498,00. Para reembolsar acesse tinyurl.com/hkzmgxe e confirme identidade. - atualize ja"
72025,veridico,"Fatura gerada: Vencimento em amanhã. Valor devido: R$ 2.811,00. Pague pelo app."
15083,golpe,"Transferência nao autorizada R$2.563,00 — cancele em tinyurl.com/futrs3r ou perdera a quantia."
99583,veridico,"Fatura gerada: Vencimento em amanhã. Valor devido: R$ 2.019,00. Pague pelo app."
99664,veridico,"Olá Mateus Nunes, sua solicitação foi recebida. Em breve nossa equipe entrará em contato. Em caso de dúvidas ligue +55 (11) 0348-1001."
62852,veridico,Entrega realizada: seu pedido Pedido #826804 foi entregue hoje às 10:45. Agradecemos a preferência!
70167,veridico,Seu código de confirmação é 381538. Utilize para concluir seu cadastro.
78965,veridico,"Fatura gerada: Vencimento em quinta-feira. Valor devido: R$ 5.069,00. Pague pelo app."
31700,golpe,"Transferência não AUTORIZADA R$5.523,00 — cancele em oi.is/sw3l8b4 ou perderá a quantia."
54555,veridico,"Compra confirmada: SuperOfertas - Pedido Pedido #308994. Valor R$ 2.990,00. Acompanhe pelo app."
82124,veridico,Agendamento confirmado: Consulta com Dr. Rafaela Carvalho em hoje às 20:45. Comparecer 15min antes. Protocolo: 150284. Em caso de dúvidas ligue +55 (41) 3728-0063.
34160,golpe,Suporte técnico: autorização remota pendente. Conecte-se em rb.gy/ogdems6 para resolver. Nao responda a ninguem
77547,veridico,"Olá Larissa Cardoso, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
42493,golpe,URGENTE: Banco do Brasil detectou atividade suspeita na sua conta Camila Santos. Acesse bit.ly/6zud26g e confirme antes de segunda-feira. Nao responda a ninguem
9367,golpe,"Entrega com taxa pendente R$7.624,00. Pagamento em app.link/6ri7y3r para finalizar."
28891,golpe,Atualize dados agora: bit.ly/zkw8pi8 ou sua conta será encerrada em amanhã. 🚨 - atualize ja
21328,golpe,"Transferência nao autorizada R$3.751,00 — cancele em app.link/38p0glo ou perdera a quantia."
60055,veridico,"Itaú: TED agendado para sexta-feira no valor de R$ 7.942,00. Saldo após: R$ 8.228,00. Protocolo: 596912."
92260,veridico,Aviso: Mensagem do sistema: manutenção programada em quinta-feira das 23:45 às 10:00. Protocolo: 215431.
3379,golpe,Pagamento recusado: verifique seus dados em app.link/urbw89z caso contrario bloqueio. - atualize ja
58174,veridico,"Bom dia, Olá João Oliveira, sua solicitação foi recebida. Em breve nossa equipe entrará em contato. Em caso de dúvidas ligue +55 (41) 2506-7185."
96864,veridico,"Aviso: Olá Mariana Gomes, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
43460,golpe,"Rafael Carvalho, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em go.link/nvuntl1 ou ligue +55 (21) 7419-1520."
81743,veridico,"Olá, SESC: Inscrição confirmada para Python para Iniciantes em segunda-feira. Boas-vindas!"
96774,veridico,"Fatura gerada: Vencimento em sexta-feira. Valor devido: R$ 3.366,00. Pague pelo app. Em caso de dúvidas ligue +55 (31) 1699-1866."
16051,golpe,Pagamento recusado: verifique seus dados em linktr.ee/sfvxdbb caso contrario bloqueio.
52562,veridico,SESC: Inscricao confirmada para Marketing Digital em sexta-feira. Boas-vindas! Protocolo: 827553.
44107,golpe,"Transferência nao autorizada R$7.646,00 — cancele em oi.is/m8pi8hl ou perdera a quantia. Urgente"
55330,veridico,Entrega realizada: seu pedido Pedido #725317 foi entregue hoje às 10:00. Agradecemos a preferência!
67939,veridico,Entrega realizada: seu pedido Pedido #175544 foi entregue hoje às 14:45. Agradecemos a preferência!
47937,golpe,Suporte técnico: autorização remota pendente. Conecte-se em app.link/5npezjt para resolver.
47345,golpe,"Gustavo Gomes, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em oi.is/pylyk5h ou ligue +55 (31) 6218-4443."
52662,veridico,Agendamento confirmado: Consulta com Dr. Gustavo Oliveira em quinta-feira às 08:00. Comparecer 15min antes.
29756,golpe,"Entrega com taxa pendente R$5.936,00. Pagamento em rb.gy/ozl5y33 para finalizar."
44303,golpe,"Entrega com taxa pendente R$4.965,00. Pagamento em bit.ly/g86j3nd para finalizar."
3632,golpe,"Transferência não autorizada R$5.921,00 — cancele em app.link/b52kd80 ou perderá a quantia."
83001,veridico,Agendamento confirmado: Consulta com Dr. Carlos Santos em hoje às 10:15. Comparecer 15min antes.
5105,golpe,"SEU código de segurança é 895281. NUNCA compartilhe. Se não pediu, acesse rb.gy/y9j8u42."
46264,golpe,"Paulo Cardoso, SEU CPF foi bloqueado por suspeita de fraude. Desbloqueie em linktr.ee/caf9le5 ou ligue +55 (31) 5232-3848. - atualize ja..."
78832,veridico,Entrega realizada: seu pedido Pedido #266533 foi entregue hoje às 17:45. Agradecemos a preferência!
41206,golpe,Atualize dados agora: rb.gy/b5w3ckj ou sua conta sera encerrada em quinta-feira. ⚠️
21628,golpe,"Rafaela Almeida, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em app.link/m9yopng ou ligue +55 (41) 6106-4576. Nao responda a ninguem"
94297,veridico,SESC: Inscrição confirmada para Design Gráfico em sexta-feira. Boas-vindas!
2579,golpe,"Parabéns Fernanda Carvalho! Você ganhou R$7.069,00. Resgate em app.link/pnaz9qo / enviar dados agora."
45114,golpe,"Transferência nao autorizada R$2.045,00 — cancele em rb.gy/kvwjazm ou perdera a quantia."
10919,golpe,"Transferência não autorizada R$5.564,00 — cancele em bit.ly/fjbyrhs ou perderá a quantia. - atualize ja"
12661,golpe,"Transferência não autorizada R$2.465,00 — cancele em oi.is/xtlqui6 ou perderá a quantia. Aja agora"
58863,veridico,"Nubank: TED agendado para sábado no valor de R$ 6.713,00. Saldo após: R$ 7.659,00. Protocolo: 641982."
63305,veridico,Entrega realizada: seu pedido Pedido #980188 foi entregue hoje às 17:30. Agradecemos a preferência!
97908,veridico,"Compra confirmada: Loja do João - Pedido Pedido #899103. Valor R$ 5.249,00. Acompanhe pelo app."
99139,veridico,"Bom dia, Fatura gerada: Vencimento em hoje. Valor devido: R$ 2.032,00. Pague pelo app. Protocolo: 763561. Em caso de dúvidas ligue +55 (85) 7519-5215."
22690,golpe,"Ana Ribeiro, zeu CPF foi bloqueado por zuzpeita de fraude. Dezbloqueie em bit.ly/f8xedc5 ou ligue +55 (27) 4392-6865."
32418,golpe,"Você recebeu um PIX de R$5.513,00. Para reembolsar acesse tinyurl.com/xqe8wht e confirme identidade."
92692,veridico,"Fatura gerada: Vencimento em amanhã. Valor devido: R$ 4.953,00. Pague pelo app. Protocolo: 841033. Em caso de dúvidas ligue +55 (71) 3356-6497."
70587,veridico,Seu código de confirmação é 973725. Utilize para concluir seu cadastro.
96120,veridico,Agendamento confirmado: Consulta com Dr. Larissa Ribeiro em terça-feira às 14:45. Comparecer 15min antes.
1628,golpe,Suporte técnico: autorização remota pendente. Conecte-se em tinyurl.com/ml3tmwp para resolver. - atualize ja
27987,golpe,URGENTE: Itaú detectou atividade suspeita na sua conta Fernanda Santos. Acesse go.link/4q0ee7j e confirme antes de amanhã.
26503,golpe,Atualize dados agora: go.link/o16io3t ou sua conta será encerrada em sábado. 🚨
8639,golpe,"Tr@nsferênci@ N@O @utoriz@d@ R$7.242,00 — c@ncele em bit.ly/66cbecr ou perder@ @ qu@nti@. N@o respond@ @ ninguem "
73905,veridico,"Olá Gustavo Pereira, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
1245,golpe,Pagamento recusado: verifique seus dados em oi.is/by07guf caso contrario bloqueio. - atualize ja
30686,golpe,Atualize dados agora: rb.gy/oii6fy6 ou sua conta será encerrada em terça-feira. ⚠️ Aja agora
16049,golpe,Atualize dados agora: app.link/8if1p55 ou sua conta será encerrada em segunda-feira. 😐 
87274,veridico,Entrega realizada: seu pedido Pedido #885600 foi entregue hoje às 13:45. Agradecemos a preferência!
93079,veridico,"Bom dia, Mensagem do sistema: manutenção programada em quinta-feira das 14:30 às 15:00."
35647,golpe,"Seu código de segurança é 934701. NUNCA compartilhe. Se não pediu, acesse bit.ly/8qakutz."
62480,veridico,"Recarga realizada com sucesso. Crédito de R$ 5.025,00 adicionado ao número +55 (41) 3965-8924. Em caso de dúvidas ligue +55 (71) 7601-7330."
46462,golpe,"Entrega com taxa pendente R$653,00. Pagamento em app.link/9f87jqd para finalizar."
4809,golpe,"Seu código de segurança é 907037. NUNCA compartilhe. Se não pediu, acesse tinyurl.com/i693rtw."
60413,veridico,"Nubank: TED agendado para terça-feira no valor de R$ 4.827,00. Saldo após: R$ 15.248,00."
104,golpe,Suporte tecnico: autorizacao remota pendente. Conecte-se em oi.is/hksv8vj para resolver. - atualize ja!!
25567,golpe,"Transferência NÃO autorizada R$3.160,00 — cancele em go.link/0wn5xxo ou perderá a quantia."
94857,veridico,"Olá, Recarga realizada com sucesso. Crédito de R$ 4.052,00 adicionado ao número +55 (27) 9258-4134. Protocolo: 274382."
93338,veridico,"Compra confirmada: TechStore - Pedido Pedido #993176. Valor R$ 285,00. Acompanhe pelo app."
50165,veridico,"Recarga realizada com sucesso. Crédito de R$ 264,00 adicionado ao número +55 (61) 6223-8498. Em caso de dúvidas ligue +55 (31) 0276-6142."
1175,golpe,"Mateus Nunes, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em app.link/ikoy3vc ou ligue +55 (11) 5897-3041. Nao responda a ninguem"
39666,golpe,URGENTE: Nubank detectou atividade suspeita na sua conta Rafael Araujo. Acesse rb.gy/qzbvuuc e confirme antes de terca-feira.?
83175,veridico,"Recarga realizada com sucesso. Crédito de R$ 2.072,00 adicionado ao número +55 (11) 0129-5909. Em caso de dúvidas ligue +55 (41) 6661-3227."
48912,golpe,Atualize dados agora: go.link/p3j0m37 ou sua conta sera encerrada em hoje. 🚨
24664,golpe,"Transferência não autorizada R$4.036,00 — cancele em linktr.ee/ m826akn ou perderá a quantia. Nao responda a ninguem"
40790,golpe,Atualize dados agora: app.link/1d4chgb ou sua conta será encerrada em amanhã.  - atualize ja
90655,veridico,"Olá, Compra confirmada: Padaria do Zé - Pedido Pedido #72830. Valor R$ 4.571,00. Acompanhe pelo app. Protocolo: 483741."
72271,veridico,"Bom dia, Olá Gustavo Almeida, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
64207,veridico,"Compra confirmada: AutoPeças Plus - Pedido Pedido #6314. Valor R$ 5.882,00. Acompanhe pelo app."
4167,golpe,"C@rlos M@rtins, seu CPF foi bloque@do por suspeit@ de fr@ude. Desbloqueie em oi.is/82bdomg ou ligue +55 (27) 5649-6927."
53573,veridico,"Bom dia, Fatura gerada: Vencimento em terça-feira. Valor devido: R$ 441,00. Pague pelo app."
9130,golpe,"Você recebeu UM PIX de R$6.151,00. Para reembolsar acesse go.link/zcexlhu e confirme identidade. Nao responda a ninguem"
25089,golpe,Pagamento recusado: verifique seus dados em bit.ly/ubprr7l caso contrario bloqueio.!!
74779,veridico,Menzagem do ziztema: manutencao programada em zexta-feira daz 22:00 àz 08:30.
4392,golpe,URGENTE: Caixa detectou atividade suspeita na sua conta Lucas Pereira. Acesse app.link/9fnzt5h e confirme antes de amanhã. 
50573,veridico,"Compra confirmada: AutoPeças Plus - Pedido Pedido #276887. Valor R$ 5.347,00. Acompanhe pelo app."
58667,veridico,"Compra confirmada: AutoPeças Plus - Pedido Pedido #512516. Valor R$ 6.247,00. Acompanhe pelo app."
51152,veridico,"Compra confirmada: Loja do João - Pedido Pedido #349542. Valor R$ 7.447,00. Acompanhe pelo app. Em caso de dúvidas ligue +55 (27) 1270-4535."
56283,veridico,"Bom dia, Caixa: TED agendado para amanhã no valor de R$ 5.577,00. Saldo após: R$ 15.344,00."
68034,veridico,"Compra confirmada: Padaria do Zé - Pedido Pedido #462275. Valor R$ 3.309,00. Acompanhe pelo app."
22440,golpe,"P@r@bens P@ulo M@rtins! Você g@nhou R$3.129,00. Resg@te em oi.is/@u7ttb3 / envi@r d@dos @gor@."
21847,golpe,"Gustavo Nunes, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em rb.gy/a8iljjh ou ligue +55 (31) 3753-3770. Urgente"
39042,golpe,URGENTE: Itau detectou atividade suspeita na sua conta Beatriz Nunes. Acesse oi.is/czhhtu2 e confirme antes de sabado. Urgente
59266,veridico,"Olá Fernanda Cardoso, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
87338,veridico,"Fatura gerada: Vencimento em sexta-feira. Valor devido: R$ 6.886,00. Pague pelo app."
9463,golpe,"Fernanda Rocha, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em app.link/bfgual8 ou ligue +55 (61) 3006-2482. Nao responda a ninguem..."
39221,golpe,"Entrega com taxa pendente R$1.652,00. Pagamento em tinyurl.com/iz4miuu para finalizar."
61662,veridico,"Olá Isabela Ribeiro, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
19373,golpe,URGENTE: Caixa DETECTOU atividade suspeita na sua conta Paulo Martins. Acesse go.link/rhnk7bl e confirme antes de amanha. - atualize ja
64687,veridico,Seu código de confirmação é 991709. Utilize para concluir seu cadastro.
67618,veridico,"Olá, SESC: Inscrição confirmada para Yoga em sábado. Boas-vindas!"
41022,golpe,Suporte técnico: autorização remota pendente. Conecte-se em go.link/wt8fdxi para resolver.
90326,veridico,"Olá Paulo Costa, sua solicitação foi recebida. Em breve nossa equipe entrará em contato. Em caso de dúvidas ligue +55 (85) 6613-3257."
34302,golpe,Pagamento recusado: verifique seus dados em go.link/qsvtqso caso contrario bloqueio.
76402,veridico,Mensagem do sistema: manutenção programada em quarta-feira das 06:45 às 06:45. Em caso de dúvidas ligue +55 (11) 3947-5860.
17980,golpe,"Parabéns Beatriz Ribeiro! Você ganhou R$376,00. Resgate em tinyurl.com/dpa9evt / enviar dados agora."
85703,veridico,Aviso: Mensagem do sistema: manutencao programada em amanha das 12:00 às 18:30. Em caso de dúvidas ligue +55 (61) 8908-1955.
26653,golpe,URGENTE: Banco do Brasil detectou atividade suspeita na sua conta Ana Martins. Acesse rb.gy/g3lpq7h e confirme antes de segunda-feira. - atualize ja
81208,veridico,SESC: Inscrição confirmada para Excel Avançado em sexta-feira. Boas-vindas!
79520,veridico,"Olá, Entrega realizada: seu pedido Pedido #791951 foi entregue hoje às 14:30. Agradecemos a preferência! Em caso de dúvidas ligue +55 (11) 8465-2960."
228,golpe,"SEU código de segurança é 782529. NUNCA compartilhe. Se não pediu, acesse tinyurl.com/fy17wxs."
93574,veridico,Agendamento confirmado: Consulta com Dr. Sofia Carvalho em amanhã às 20:15. Comparecer 15min antes.
14603,golpe,"Parabéns LUCAS Santos! Você ganhou R$594,00. Resgate em tinyurl.com/v0omrf9 / enviar dados agora. Urgente"
8821,golpe,"Entrega com taxa pendente R$5.978,00. Pagamento em rb.gy/bmfrahk para finalizar. - atualize ja"
26087,golpe,"Gustavo Pereira, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em tinyurl.com/aaxgpzl ou ligue +55 (21) 6075-0728."
53534,veridico,"Olá Gustavo Santos, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
32155,golpe,"Você recebeu um PIX de R$528,00. Para reembolsar acesse go.link/wdtvo7x e confirme identidade."
49384,golpe,"Entrega com taxa pendente R$4.405,00. Pagamento em linktr.ee/upnj6sm para finalizar."
47173,golpe,"Entrega com taxa pendente R$4.057,00. Pagamento em oi.is/9r2mvzr para finalizar. Urgente"
31084,golpe,"Entrega com TAXA pendente R$7.492,00. Pagamento em app.link/c1ezjoj para finalizar."
68688,veridico,"Santander: TED agendado para amanhã no valor de R$ 2.543,00. Saldo após: R$ 5.309,00. Em caso de dúvidas ligue +55 (71) 2932-0090."
16388,golpe,Atualize dados agora: app.link/igydr1l oou sua conta sera encerrada em amanha. 🚨 Aja agora
48840,golpe,"Seu CÓDIGO de segurança é 598736. NUNCA compartilhe. Se não pediu, acesse linktr.ee/9vo1dc0. "
53970,veridico,"Aviso: Recarga realizada com sucesso. Crédito de R$ 4.474,00 adicionado ao número +55 (85) 7497-7130. Em caso de dúvidas ligue +55 (27) 3553-7083."
58343,veridico,"Recarga realizada com sucesso. Crédito de R$ 4.761,00 adicionado ao número +55 (85) 5031-3612."
54427,veridico,Agendamento confirmado: Consulta com Dr. Sofia Silva em quarta-feira às 09:30. Comparecer 15min antes. Protocolo: 437735.
44530,golpe,URGENTE: Caixa detectou atividade suspeita na sua conta Mariana Almeida. Acesse rb.gy/ab1go3s e confirme antes de hoje.
3970,golpe,Pagamento recusado: verifique seus dados em linktr.ee/mhdv0q2 caso contrario bloqueio. Urgente
41355,golpe,"Entrega com taxa pendente R$212,00. Pagamento em app.link/cni5089 para finalizar."
90191,veridico,Entrega realizada: seu pedido Pedido #171965 foi entregue hoje às 07:00. Agradecemos a preferência!
96553,veridico,"Olá, Agendamento confirmado: Consulta com Dr. João Oliveira em hoje às 20:00. Comparecer 15min antes."
37816,golpe,"Thiago Cardoso, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em oi.is/jz5unpt ou ligue +55 (11) 3978-1298."
93813,veridico,"Bom dia, Olá Fernanda Gomes, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
54300,veridico,SESC: Inscrição confirmada para Design Gráfico em hoje. Boas-vindas!
44663,golpe,"Seu codigo de seguranca e 134502. NUNCA compartilhe. Se nao pediu, acesse linktr.ee/kdu57s1."
94362,veridico,"Olá Carlos Carvalho, sua solicitação foi recebida. Em breve nossa equipe entrará em contato. Em caso de dúvidas ligue +55 (27) 9356-8171."
35259,golpe,Suporte técnico: autorização remota pendente. Conecte-se em app.link/8q39oom para resolver. Urgente
145,golpe,"Paulo Souza, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em bit.ly/hc5pkc8 ou ligue +55 (61) 6670-8728."
27489,golpe,URGENTE: Itaú detectou atividade suspeita na sua conta Mateus Silva. Acesse oi.is/ydxirvf e confirme antes de segunda-feira. Nao responda a ninguem..
11418,golpe,"Isabela Araujo, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em rb.gy/968fj5o ou ligue +55 (31) 8601-7219. Urgente"
87045,veridico,Seu código de confirmação é 136774. Utilize para concluir seu cadastro.
8231,golpe,URGENTE: Santander detectou atividade suspeita na sua conta Marina Almeida. Acesse bit.ly/uxsa09n e confirme antes de quarta-feira.
4859,golpe,Pagamento recusado: verifique seus dados em linktr.ee/ mhvi984 caso contrario bloqueio.
70573,veridico,"Nubank: TED agendado para quinta-feira no valor de R$ 6.619,00. Saldo apos: R$ 10.591,00."
71591,veridico,"Bom dia, Entrega realizada: seu pedido Pedido #611764 foi entregue hoje às 21:45. Agradecemos a preferência!"
42051,golpe,"Entrega com taxa pendente R$4.205,00. Pagamento em tinyurl.com/rcd3ias para finalizar. Urgente"
13113,golpe,Suporte técnico: autorização remota pendente. Conecte-se em rb.gy/y6ldz0j para resolver.
82852,veridico,"Recarga realizada com sucesso. Credito de R$ 7.326,00 adicionado ao numero +55 (31) 6192-2543. Protocolo: 154663."
53588,veridico,Aviso: Entrega realizada: seu pedido Pedido #762367 foi entregue hoje às 09:00. Agradecemos a preferência!
